input_miRNA,base_name,Organism,Cluster ID,Accession,Chromosome,Strand,Start,Stop,Precursors in cluster,Spanning size of cluster
"hsa-mir-5000, mature,MIMAT0021019",hsa-mir-5000,,,,,,,,,
"hsa-mir-5000, mature,MIMAT0021020",hsa-mir-5000,,,,,,,,,
"hsa-mir-5001, mature,MIMAT0021021",hsa-mir-5001,,,,,,,,,
"hsa-mir-5001, mature,MIMAT0021022",hsa-mir-5001,,,,,,,,,
"hsa-mir-5002, mature,MIMAT0021023",hsa-mir-5002,,,,,,,,,
"hsa-mir-5002, mature,MIMAT0021024",hsa-mir-5002,,,,,,,,,
"hsa-mir-5003, mature,MIMAT0021025",hsa-mir-5003,,,,,,,,,
"hsa-mir-5003, mature,MIMAT0021026",hsa-mir-5003,,,,,,,,,
"hsa-mir-5004, mature,MIMAT0021027",hsa-mir-5004,,,,,,,,,
"hsa-mir-5004, mature,MIMAT0021028",hsa-mir-5004,,,,,,,,,
"hsa-mir-5006, mature,MIMAT0021033",hsa-mir-5006,,,,,,,,,
"hsa-mir-5006, mature,MIMAT0021034",hsa-mir-5006,,,,,,,,,
"hsa-mir-5007, mature,MIMAT0021035",hsa-mir-5007,,,,,,,,,
"hsa-mir-5007, mature,MIMAT0021036",hsa-mir-5007,,,,,,,,,
"hsa-mir-5008, mature,MIMAT0021039",hsa-mir-5008,,,,,,,,,
"hsa-mir-5008, mature,MIMAT0021040",hsa-mir-5008,,,,,,,,,
"hsa-mir-5009, mature,MIMAT0021041",hsa-mir-5009,,,,,,,,,
"hsa-mir-5009, mature,MIMAT0021042",hsa-mir-5009,,,,,,,,,
"hsa-mir-500a, mature,MIMAT0002871",hsa-mir-500a,Homo sapiens,hsa_137,MI0003184,chrX,+,50008431.0,50008514.0,8.0,11536.0
"hsa-mir-500a, mature,MIMAT0004773",hsa-mir-500a,Homo sapiens,hsa_137,MI0003184,chrX,+,50008431.0,50008514.0,8.0,11536.0
"hsa-mir-500b, mature,MIMAT0016925",hsa-mir-500b,Homo sapiens,hsa_137,MI0015903,chrX,+,50010672.0,50010750.0,8.0,11536.0
"hsa-mir-500b, mature,MIMAT0027032",hsa-mir-500b,Homo sapiens,hsa_137,MI0015903,chrX,+,50010672.0,50010750.0,8.0,11536.0
"hsa-mir-501, mature,MIMAT0002872",hsa-mir-501,Homo sapiens,hsa_137,MI0003185,chrX,+,50009722.0,50009805.0,8.0,11536.0
"hsa-mir-501, mature,MIMAT0004774",hsa-mir-501,Homo sapiens,hsa_137,MI0003185,chrX,+,50009722.0,50009805.0,8.0,11536.0
"hsa-mir-5010, mature,MIMAT0021043",hsa-mir-5010,,,,,,,,,
"hsa-mir-5010, mature,MIMAT0021044",hsa-mir-5010,,,,,,,,,
"hsa-mir-5011, mature,MIMAT0021045",hsa-mir-5011,,,,,,,,,
"hsa-mir-5011, mature,MIMAT0021046",hsa-mir-5011,,,,,,,,,
"hsa-mir-502, mature,MIMAT0002873",hsa-mir-502,Homo sapiens,hsa_137,MI0003186,chrX,+,50014598.0,50014683.0,8.0,11536.0
"hsa-mir-502, mature,MIMAT0004775",hsa-mir-502,Homo sapiens,hsa_137,MI0003186,chrX,+,50014598.0,50014683.0,8.0,11536.0
"hsa-mir-503, mature,MIMAT0002874",hsa-mir-503,Homo sapiens,hsa_145,MI0003188,chrX,-,134546328.0,134546398.0,6.0,6527.0
"hsa-mir-503, mature,MIMAT0022925",hsa-mir-503,Homo sapiens,hsa_145,MI0003188,chrX,-,134546328.0,134546398.0,6.0,6527.0
"hsa-mir-504, mature,MIMAT0002875",hsa-mir-504,,,,,,,,,
"hsa-mir-504, mature,MIMAT0026612",hsa-mir-504,,,,,,,,,
"hsa-mir-5047, mature,MIMAT0020541",hsa-mir-5047,Homo sapiens,hsa_58,MI0017932,chr17,-,64501214.0,64501313.0,2.0,540.0
"hsa-mir-505, mature,MIMAT0002876",hsa-mir-505,,,,,,,,,
"hsa-mir-505, mature,MIMAT0004776",hsa-mir-505,,,,,,,,,
"hsa-mir-506, mature,MIMAT0002878",hsa-mir-506,Homo sapiens,hsa_148,MI0003193,chrX,-,147230720.0,147230843.0,4.0,11202.0
"hsa-mir-506, mature,MIMAT0022701",hsa-mir-506,Homo sapiens,hsa_148,MI0003193,chrX,-,147230720.0,147230843.0,4.0,11202.0
"hsa-mir-507, mature,MIMAT0002879",hsa-mir-507,Homo sapiens,hsa_148,MI0003194,chrX,-,147230984.0,147231077.0,4.0,11202.0
"hsa-mir-508, mature,MIMAT0002880",hsa-mir-508,Homo sapiens,hsa_148,MI0003195,chrX,-,147236913.0,147237027.0,4.0,11202.0
"hsa-mir-508, mature,MIMAT0004778",hsa-mir-508,Homo sapiens,hsa_148,MI0003195,chrX,-,147236913.0,147237027.0,4.0,11202.0
"hsa-mir-5087, mature,MIMAT0021079",hsa-mir-5087,,,,,,,,,
"hsa-mir-5088, mature,MIMAT0021080",hsa-mir-5088,,,,,,,,,
"hsa-mir-5088, mature,MIMAT0027041",hsa-mir-5088,,,,,,,,,
"hsa-mir-5089, mature,MIMAT0021081",hsa-mir-5089,,,,,,,,,
"hsa-mir-5089, mature,MIMAT0022984",hsa-mir-5089,,,,,,,,,
"hsa-mir-509-1, mature,MIMAT0002881",hsa-mir-509-1,Homo sapiens,hsa_149,MI0003196,chrX,-,147260532.0,147260625.0,4.0,10475.0
"hsa-mir-509-1, mature,MIMAT0004779",hsa-mir-509-1,Homo sapiens,hsa_149,MI0003196,chrX,-,147260532.0,147260625.0,4.0,10475.0
"hsa-mir-509-3, mature,MIMAT0004975",hsa-mir-509-3,Homo sapiens,hsa_149,MI0005717,chrX,-,147259652.0,147259726.0,4.0,10475.0
"hsa-mir-5090, mature,MIMAT0021082",hsa-mir-5090,Homo sapiens,hsa_114,MI0017979,chr7,+,102465742.0,102465826.0,2.0,5790.0
"hsa-mir-5091, mature,MIMAT0021083",hsa-mir-5091,,,,,,,,,
"hsa-mir-5092, mature,MIMAT0021084",hsa-mir-5092,,,,,,,,,
"hsa-mir-5094, mature,MIMAT0021086",hsa-mir-5094,,,,,,,,,
"hsa-mir-510, mature,MIMAT0002882",hsa-mir-510,Homo sapiens,hsa_150,MI0003197,chrX,-,147272335.0,147272408.0,4.0,12394.0
"hsa-mir-510, mature,MIMAT0026613",hsa-mir-510,Homo sapiens,hsa_150,MI0003197,chrX,-,147272335.0,147272408.0,4.0,12394.0
"hsa-mir-5100, mature,MIMAT0022259",hsa-mir-5100,,,,,,,,,
"hsa-mir-511, mature,MIMAT0002808",hsa-mir-511,,,,,,,,,
"hsa-mir-511, mature,MIMAT0026606",hsa-mir-511,,,,,,,,,
"hsa-mir-512-1, mature,MIMAT0002822",hsa-mir-512-1,Homo sapiens,hsa_73,MI0003140,chr19,+,53666679.0,53666762.0,46.0,95752.0
"hsa-mir-512-1, mature,MIMAT0002823",hsa-mir-512-1,Homo sapiens,hsa_73,MI0003140,chr19,+,53666679.0,53666762.0,46.0,95752.0
"hsa-mir-513a-1, mature,MIMAT0002877",hsa-mir-513a-1,,,,,,,,,
"hsa-mir-513a-1, mature,MIMAT0004777",hsa-mir-513a-1,,,,,,,,,
"hsa-mir-513b, mature,MIMAT0005788",hsa-mir-513b,Homo sapiens,hsa_147,MI0006648,chrX,-,147199044.0,147199127.0,2.0,9424.0
"hsa-mir-513b, mature,MIMAT0026749",hsa-mir-513b,Homo sapiens,hsa_147,MI0006648,chrX,-,147199044.0,147199127.0,2.0,9424.0
"hsa-mir-513c, mature,MIMAT0005789",hsa-mir-513c,Homo sapiens,hsa_147,MI0006649,chrX,-,147189704.0,147189787.0,2.0,9424.0
"hsa-mir-513c, mature,MIMAT0022728",hsa-mir-513c,Homo sapiens,hsa_147,MI0006649,chrX,-,147189704.0,147189787.0,2.0,9424.0
"hsa-mir-514a-1, mature,MIMAT0002883",hsa-mir-514a-1,Homo sapiens,hsa_150,MI0003198,chrX,-,147279247.0,147279344.0,4.0,12394.0
"hsa-mir-514a-1, mature,MIMAT0022702",hsa-mir-514a-1,Homo sapiens,hsa_150,MI0003198,chrX,-,147279247.0,147279344.0,4.0,12394.0
"hsa-mir-514b, mature,MIMAT0015087",hsa-mir-514b,Homo sapiens,hsa_149,MI0014251,chrX,-,147250151.0,147250230.0,4.0,10475.0
"hsa-mir-514b, mature,MIMAT0015088",hsa-mir-514b,Homo sapiens,hsa_149,MI0014251,chrX,-,147250151.0,147250230.0,4.0,10475.0
"hsa-mir-515-1, mature,MIMAT0002826",hsa-mir-515-1,Homo sapiens,hsa_73,MI0003144,chr19,+,53679003.0,53679085.0,46.0,95752.0
"hsa-mir-515-1, mature,MIMAT0002827",hsa-mir-515-1,Homo sapiens,hsa_73,MI0003144,chr19,+,53679003.0,53679085.0,46.0,95752.0
"hsa-mir-516a-1, mature,MIMAT0004770",hsa-mir-516a-1,Homo sapiens,hsa_73,MI0003180,chr19,+,53756741.0,53756830.0,46.0,95752.0
"hsa-mir-516a-2, mature,MIMAT0006778",hsa-mir-516a-2,Homo sapiens,hsa_73,MI0003181,chr19,+,53761133.0,53761222.0,46.0,95752.0
"hsa-mir-516b-1, mature,MIMAT0002859",hsa-mir-516b-1,Homo sapiens,hsa_73,MI0003172,chr19,+,53736845.0,53736934.0,46.0,95752.0
"hsa-mir-516b-1, mature,MIMAT0002860",hsa-mir-516b-1,Homo sapiens,hsa_73,MI0003172,chr19,+,53736845.0,53736934.0,46.0,95752.0
"hsa-mir-517a, mature,MIMAT0002851",hsa-mir-517a,Homo sapiens,hsa_73,MI0003161,chr19,+,53712268.0,53712354.0,46.0,95752.0
"hsa-mir-517a, mature,MIMAT0002852",hsa-mir-517a,Homo sapiens,hsa_73,MI0003161,chr19,+,53712268.0,53712354.0,46.0,95752.0
"hsa-mir-517b, mature,MIMAT0002857",hsa-mir-517b,Homo sapiens,hsa_73,MI0003165,chr19,+,53721076.0,53721142.0,46.0,95752.0
"hsa-mir-517c, mature,MIMAT0002866",hsa-mir-517c,Homo sapiens,hsa_73,MI0003174,chr19,+,53741313.0,53741407.0,46.0,95752.0
"hsa-mir-5187, mature,MIMAT0021117",hsa-mir-5187,,,,,,,,,
"hsa-mir-5187, mature,MIMAT0021118",hsa-mir-5187,,,,,,,,,
"hsa-mir-5188, mature,MIMAT0021119",hsa-mir-5188,,,,,,,,,
"hsa-mir-5189, mature,MIMAT0021120",hsa-mir-5189,,,,,,,,,
"hsa-mir-5189, mature,MIMAT0027088",hsa-mir-5189,,,,,,,,,
"hsa-mir-518a-1, mature,MIMAT0002863",hsa-mir-518a-1,Homo sapiens,hsa_73,MI0003170,chr19,+,53731006.0,53731090.0,46.0,95752.0
"hsa-mir-518a-1, mature,MIMAT0005457",hsa-mir-518a-1,Homo sapiens,hsa_73,MI0003170,chr19,+,53731006.0,53731090.0,46.0,95752.0
"hsa-mir-518b, mature,MIMAT0002844",hsa-mir-518b,Homo sapiens,hsa_73,MI0003156,chr19,+,53702737.0,53702819.0,46.0,95752.0
"hsa-mir-518c, mature,MIMAT0002847",hsa-mir-518c,Homo sapiens,hsa_73,MI0003159,chr19,+,53708735.0,53708835.0,46.0,95752.0
"hsa-mir-518c, mature,MIMAT0002848",hsa-mir-518c,Homo sapiens,hsa_73,MI0003159,chr19,+,53708735.0,53708835.0,46.0,95752.0
"hsa-mir-518d, mature,MIMAT0002864",hsa-mir-518d,Homo sapiens,hsa_73,MI0003171,chr19,+,53734877.0,53734963.0,46.0,95752.0
"hsa-mir-518d, mature,MIMAT0005456",hsa-mir-518d,Homo sapiens,hsa_73,MI0003171,chr19,+,53734877.0,53734963.0,46.0,95752.0
"hsa-mir-518e, mature,MIMAT0002861",hsa-mir-518e,Homo sapiens,hsa_73,MI0003169,chr19,+,53729838.0,53729925.0,46.0,95752.0
"hsa-mir-518e, mature,MIMAT0005450",hsa-mir-518e,Homo sapiens,hsa_73,MI0003169,chr19,+,53729838.0,53729925.0,46.0,95752.0
"hsa-mir-518f, mature,MIMAT0002841",hsa-mir-518f,Homo sapiens,hsa_73,MI0003154,chr19,+,53700015.0,53700101.0,46.0,95752.0
"hsa-mir-518f, mature,MIMAT0002842",hsa-mir-518f,Homo sapiens,hsa_73,MI0003154,chr19,+,53700015.0,53700101.0,46.0,95752.0
"hsa-mir-5190, mature,MIMAT0021121",hsa-mir-5190,,,,,,,,,
"hsa-mir-5191, mature,MIMAT0021122",hsa-mir-5191,,,,,,,,,
"hsa-mir-5193, mature,MIMAT0021124",hsa-mir-5193,,,,,,,,,
"hsa-mir-5194, mature,MIMAT0021125",hsa-mir-5194,,,,,,,,,
"hsa-mir-5196, mature,MIMAT0021129",hsa-mir-5196,,,,,,,,,
"hsa-mir-519a-1, mature,MIMAT0002869",hsa-mir-519a-1,Homo sapiens,hsa_73,MI0003178,chr19,+,53752397.0,53752481.0,46.0,95752.0
"hsa-mir-519a-1, mature,MIMAT0005452",hsa-mir-519a-1,Homo sapiens,hsa_73,MI0003178,chr19,+,53752397.0,53752481.0,46.0,95752.0
"hsa-mir-519b, mature,MIMAT0002837",hsa-mir-519b,Homo sapiens,hsa_73,MI0003151,chr19,+,53695213.0,53695293.0,46.0,95752.0
"hsa-mir-519b, mature,MIMAT0005454",hsa-mir-519b,Homo sapiens,hsa_73,MI0003151,chr19,+,53695213.0,53695293.0,46.0,95752.0
"hsa-mir-519c, mature,MIMAT0002831",hsa-mir-519c,Homo sapiens,hsa_73,MI0003148,chr19,+,53686469.0,53686555.0,46.0,95752.0
"hsa-mir-519c, mature,MIMAT0002832",hsa-mir-519c,Homo sapiens,hsa_73,MI0003148,chr19,+,53686469.0,53686555.0,46.0,95752.0
"hsa-mir-519d, mature,MIMAT0002853",hsa-mir-519d,Homo sapiens,hsa_73,MI0003162,chr19,+,53713347.0,53713434.0,46.0,95752.0
"hsa-mir-519d, mature,MIMAT0026610",hsa-mir-519d,Homo sapiens,hsa_73,MI0003162,chr19,+,53713347.0,53713434.0,46.0,95752.0
"hsa-mir-519e, mature,MIMAT0002828",hsa-mir-519e,Homo sapiens,hsa_73,MI0003145,chr19,+,53679940.0,53680023.0,46.0,95752.0
"hsa-mir-519e, mature,MIMAT0002829",hsa-mir-519e,Homo sapiens,hsa_73,MI0003145,chr19,+,53679940.0,53680023.0,46.0,95752.0
"hsa-mir-520a, mature,MIMAT0002833",hsa-mir-520a,Homo sapiens,hsa_73,MI0003149,chr19,+,53690881.0,53690965.0,46.0,95752.0
"hsa-mir-520a, mature,MIMAT0002834",hsa-mir-520a,Homo sapiens,hsa_73,MI0003149,chr19,+,53690881.0,53690965.0,46.0,95752.0
"hsa-mir-520b, mature,MIMAT0002843",hsa-mir-520b,Homo sapiens,hsa_73,MI0003155,chr19,+,53701227.0,53701287.0,46.0,95752.0
"hsa-mir-520c, mature,MIMAT0002846",hsa-mir-520c,Homo sapiens,hsa_73,MI0003158,chr19,+,53707453.0,53707539.0,46.0,95752.0
"hsa-mir-520c, mature,MIMAT0005455",hsa-mir-520c,Homo sapiens,hsa_73,MI0003158,chr19,+,53707453.0,53707539.0,46.0,95752.0
"hsa-mir-520d, mature,MIMAT0002855",hsa-mir-520d,Homo sapiens,hsa_73,MI0003164,chr19,+,53720096.0,53720182.0,46.0,95752.0
"hsa-mir-520d, mature,MIMAT0002856",hsa-mir-520d,Homo sapiens,hsa_73,MI0003164,chr19,+,53720096.0,53720182.0,46.0,95752.0
"hsa-mir-520e, mature,MIMAT0002825",hsa-mir-520e,Homo sapiens,hsa_73,MI0003143,chr19,+,53675711.0,53675797.0,46.0,95752.0
"hsa-mir-520f, mature,MIMAT0002830",hsa-mir-520f,Homo sapiens,hsa_73,MI0003146,chr19,+,53682159.0,53682245.0,46.0,95752.0
"hsa-mir-520f, mature,MIMAT0026609",hsa-mir-520f,Homo sapiens,hsa_73,MI0003146,chr19,+,53682159.0,53682245.0,46.0,95752.0
"hsa-mir-520g, mature,MIMAT0002858",hsa-mir-520g,Homo sapiens,hsa_73,MI0003166,chr19,+,53722166.0,53722255.0,46.0,95752.0
"hsa-mir-520g, mature,MIMAT0026611",hsa-mir-520g,Homo sapiens,hsa_73,MI0003166,chr19,+,53722166.0,53722255.0,46.0,95752.0
"hsa-mir-520h, mature,MIMAT0002867",hsa-mir-520h,Homo sapiens,hsa_73,MI0003175,chr19,+,53742512.0,53742599.0,46.0,95752.0
"hsa-mir-521-1, mature,MIMAT0002854",hsa-mir-521-1,Homo sapiens,hsa_73,MI0003176,chr19,+,53748636.0,53748722.0,46.0,95752.0
"hsa-mir-522, mature,MIMAT0002868",hsa-mir-522,Homo sapiens,hsa_73,MI0003177,chr19,+,53751211.0,53751297.0,46.0,95752.0
"hsa-mir-522, mature,MIMAT0005451",hsa-mir-522,Homo sapiens,hsa_73,MI0003177,chr19,+,53751211.0,53751297.0,46.0,95752.0
"hsa-mir-523, mature,MIMAT0002840",hsa-mir-523,Homo sapiens,hsa_73,MI0003153,chr19,+,53698385.0,53698471.0,46.0,95752.0
"hsa-mir-523, mature,MIMAT0005449",hsa-mir-523,Homo sapiens,hsa_73,MI0003153,chr19,+,53698385.0,53698471.0,46.0,95752.0
"hsa-mir-524, mature,MIMAT0002849",hsa-mir-524,Homo sapiens,hsa_73,MI0003160,chr19,+,53711002.0,53711088.0,46.0,95752.0
"hsa-mir-524, mature,MIMAT0002850",hsa-mir-524,Homo sapiens,hsa_73,MI0003160,chr19,+,53711002.0,53711088.0,46.0,95752.0
"hsa-mir-525, mature,MIMAT0002838",hsa-mir-525,Homo sapiens,hsa_73,MI0003152,chr19,+,53697533.0,53697617.0,46.0,95752.0
"hsa-mir-525, mature,MIMAT0002839",hsa-mir-525,Homo sapiens,hsa_73,MI0003152,chr19,+,53697533.0,53697617.0,46.0,95752.0
"hsa-mir-526a-1, mature,MIMAT0002845",hsa-mir-526a-1,Homo sapiens,hsa_73,MI0003157,chr19,+,53706252.0,53706336.0,46.0,95752.0
"hsa-mir-526b, mature,MIMAT0002835",hsa-mir-526b,Homo sapiens,hsa_73,MI0003150,chr19,+,53694393.0,53694475.0,46.0,95752.0
"hsa-mir-526b, mature,MIMAT0002836",hsa-mir-526b,Homo sapiens,hsa_73,MI0003150,chr19,+,53694393.0,53694475.0,46.0,95752.0
"hsa-mir-527, mature,MIMAT0002862",hsa-mir-527,Homo sapiens,hsa_73,MI0003179,chr19,+,53754018.0,53754102.0,46.0,95752.0
"hsa-mir-532, mature,MIMAT0002888",hsa-mir-532,Homo sapiens,hsa_137,MI0003205,chrX,+,50003148.0,50003238.0,8.0,11536.0
"hsa-mir-532, mature,MIMAT0004780",hsa-mir-532,Homo sapiens,hsa_137,MI0003205,chrX,+,50003148.0,50003238.0,8.0,11536.0
"hsa-mir-539, mature,MIMAT0003163",hsa-mir-539,Homo sapiens,hsa_34,MI0003514,chr14,+,101047321.0,101047398.0,42.0,44736.0
"hsa-mir-539, mature,MIMAT0022705",hsa-mir-539,Homo sapiens,hsa_34,MI0003514,chr14,+,101047321.0,101047398.0,42.0,44736.0
"hsa-mir-541, mature,MIMAT0004919",hsa-mir-541,Homo sapiens,hsa_34,MI0005539,chr14,+,101064495.0,101064578.0,42.0,44736.0
"hsa-mir-541, mature,MIMAT0004920",hsa-mir-541,Homo sapiens,hsa_34,MI0005539,chr14,+,101064495.0,101064578.0,42.0,44736.0
"hsa-mir-542, mature,MIMAT0003340",hsa-mir-542,Homo sapiens,hsa_145,MI0003686,chrX,-,134541341.0,134541437.0,6.0,6527.0
"hsa-mir-542, mature,MIMAT0003389",hsa-mir-542,Homo sapiens,hsa_145,MI0003686,chrX,-,134541341.0,134541437.0,6.0,6527.0
"hsa-mir-543, mature,MIMAT0004954",hsa-mir-543,Homo sapiens,hsa_34,MI0005565,chr14,+,101031987.0,101032064.0,42.0,44736.0
"hsa-mir-544a, mature,MIMAT0003164",hsa-mir-544a,Homo sapiens,hsa_34,MI0003515,chr14,+,101048658.0,101048748.0,42.0,44736.0
"hsa-mir-544b, mature,MIMAT0015004",hsa-mir-544b,,,,,,,,,
"hsa-mir-545, mature,MIMAT0003165",hsa-mir-545,Homo sapiens,hsa_142,MI0003516,chrX,-,74287104.0,74287209.0,2.0,254.0
"hsa-mir-545, mature,MIMAT0004785",hsa-mir-545,Homo sapiens,hsa_142,MI0003516,chrX,-,74287104.0,74287209.0,2.0,254.0
"hsa-mir-548a-1, mature,MIMAT0003251",hsa-mir-548a-1,,,,,,,,,
"hsa-mir-548a-3, mature,MIMAT0004803",hsa-mir-548a-3,,,,,,,,,
"hsa-mir-548ab, mature,MIMAT0018928",hsa-mir-548ab,,,,,,,,,
"hsa-mir-548ad, mature,MIMAT0018946",hsa-mir-548ad,,,,,,,,,
"hsa-mir-548ad, mature,MIMAT0032114",hsa-mir-548ad,,,,,,,,,
"hsa-mir-548ag-1, mature,MIMAT0018969",hsa-mir-548ag-1,,,,,,,,,
"hsa-mir-548ah, mature,MIMAT0018972",hsa-mir-548ah,Homo sapiens,hsa_98,MI0016796,chr4,+,76575551.0,76575626.0,2.0,2059.0
"hsa-mir-548ai, mature,MIMAT0018989",hsa-mir-548ai,,,,,,,,,
"hsa-mir-548aj-1, mature,MIMAT0018990",hsa-mir-548aj-1,,,,,,,,,
"hsa-mir-548ak, mature,MIMAT0019013",hsa-mir-548ak,,,,,,,,,
"hsa-mir-548al, mature,MIMAT0019024",hsa-mir-548al,,,,,,,,,
"hsa-mir-548am, mature,MIMAT0019076",hsa-mir-548am,,,,,,,,,
"hsa-mir-548an, mature,MIMAT0019079",hsa-mir-548an,,,,,,,,,
"hsa-mir-548ao, mature,MIMAT0021029",hsa-mir-548ao,,,,,,,,,
"hsa-mir-548ao, mature,MIMAT0021030",hsa-mir-548ao,,,,,,,,,
"hsa-mir-548ap, mature,MIMAT0021037",hsa-mir-548ap,,,,,,,,,
"hsa-mir-548aq, mature,MIMAT0022263",hsa-mir-548aq,,,,,,,,,
"hsa-mir-548ar, mature,MIMAT0022265",hsa-mir-548ar,,,,,,,,,
"hsa-mir-548ar, mature,MIMAT0022266",hsa-mir-548ar,,,,,,,,,
"hsa-mir-548as, mature,MIMAT0022268",hsa-mir-548as,,,,,,,,,
"hsa-mir-548at, mature,MIMAT0022277",hsa-mir-548at,,,,,,,,,
"hsa-mir-548at, mature,MIMAT0022278",hsa-mir-548at,,,,,,,,,
"hsa-mir-548au, mature,MIMAT0022292",hsa-mir-548au,,,,,,,,,
"hsa-mir-548av, mature,MIMAT0022303",hsa-mir-548av,,,,,,,,,
"hsa-mir-548av, mature,MIMAT0022304",hsa-mir-548av,,,,,,,,,
"hsa-mir-548aw, mature,MIMAT0022471",hsa-mir-548aw,,,,,,,,,
"hsa-mir-548ax, mature,MIMAT0022474",hsa-mir-548ax,,,,,,,,,
"hsa-mir-548ay, mature,MIMAT0025453",hsa-mir-548ay,,,,,,,,,
"hsa-mir-548az, mature,MIMAT0025456",hsa-mir-548az,,,,,,,,,
"hsa-mir-548b, mature,MIMAT0003254",hsa-mir-548b,,,,,,,,,
"hsa-mir-548b, mature,MIMAT0004798",hsa-mir-548b,,,,,,,,,
"hsa-mir-548ba, mature,MIMAT0031175",hsa-mir-548ba,,,,,,,,,
"hsa-mir-548d-1, mature,MIMAT0003323",hsa-mir-548d-1,Homo sapiens,hsa_124,MI0003668,chr8,-,123348034.0,123348130.0,2.0,97.0
"hsa-mir-548d-1, mature,MIMAT0004812",hsa-mir-548d-1,Homo sapiens,hsa_124,MI0003668,chr8,-,123348034.0,123348130.0,2.0,97.0
"hsa-mir-548e, mature,MIMAT0005874",hsa-mir-548e,,,,,,,,,
"hsa-mir-548e, mature,MIMAT0026736",hsa-mir-548e,,,,,,,,,
"hsa-mir-548f-1, mature,MIMAT0005895",hsa-mir-548f-1,,,,,,,,,
"hsa-mir-548f-1, mature,MIMAT0026739",hsa-mir-548f-1,,,,,,,,,
"hsa-mir-548h-4, mature,MIMAT0005928",hsa-mir-548h-4,,,,,,,,,
"hsa-mir-548j, mature,MIMAT0005875",hsa-mir-548j,,,,,,,,,
"hsa-mir-548j, mature,MIMAT0026737",hsa-mir-548j,,,,,,,,,
"hsa-mir-548k, mature,MIMAT0005882",hsa-mir-548k,,,,,,,,,
"hsa-mir-548l, mature,MIMAT0005889",hsa-mir-548l,,,,,,,,,
"hsa-mir-548m, mature,MIMAT0005917",hsa-mir-548m,,,,,,,,,
"hsa-mir-548n, mature,MIMAT0005916",hsa-mir-548n,,,,,,,,,
"hsa-mir-548o, mature,MIMAT0005919",hsa-mir-548o,,,,,,,,,
"hsa-mir-548p, mature,MIMAT0005934",hsa-mir-548p,,,,,,,,,
"hsa-mir-548q, mature,MIMAT0011163",hsa-mir-548q,,,,,,,,,
"hsa-mir-548s, mature,MIMAT0014987",hsa-mir-548s,,,,,,,,,
"hsa-mir-548t, mature,MIMAT0015009",hsa-mir-548t,,,,,,,,,
"hsa-mir-548u, mature,MIMAT0015013",hsa-mir-548u,,,,,,,,,
"hsa-mir-548v, mature,MIMAT0015020",hsa-mir-548v,,,,,,,,,
"hsa-mir-548w, mature,MIMAT0015060",hsa-mir-548w,,,,,,,,,
"hsa-mir-548x, mature,MIMAT0015081",hsa-mir-548x,,,,,,,,,
"hsa-mir-548x, mature,MIMAT0022733",hsa-mir-548x,,,,,,,,,
"hsa-mir-548y, mature,MIMAT0018354",hsa-mir-548y,,,,,,,,,
"hsa-mir-549a, mature,MIMAT0003333",hsa-mir-549a,,,,,,,,,
"hsa-mir-550a-1, mature,MIMAT0003257",hsa-mir-550a-1,Homo sapiens,hsa_108,MI0003600,chr7,+,30289794.0,30289890.0,2.0,97.0
"hsa-mir-550a-1, mature,MIMAT0004800",hsa-mir-550a-1,Homo sapiens,hsa_108,MI0003600,chr7,+,30289794.0,30289890.0,2.0,97.0
"hsa-mir-550a-3, mature,MIMAT0020925",hsa-mir-550a-3,,,,,,,,,
"hsa-mir-550b-1, mature,MIMAT0018445",hsa-mir-550b-1,Homo sapiens,hsa_108,MI0016686,chr7,-,30289794.0,30289890.0,2.0,97.0
"hsa-mir-550b-1, mature,MIMAT0022737",hsa-mir-550b-1,Homo sapiens,hsa_108,MI0016686,chr7,-,30289794.0,30289890.0,2.0,97.0
"hsa-mir-551a, mature,MIMAT0003214",hsa-mir-551a,,,,,,,,,
"hsa-mir-551b, mature,MIMAT0003233",hsa-mir-551b,,,,,,,,,
"hsa-mir-551b, mature,MIMAT0004794",hsa-mir-551b,,,,,,,,,
"hsa-mir-552, mature,MIMAT0003215",hsa-mir-552,,,,,,,,,
"hsa-mir-552, mature,MIMAT0026615",hsa-mir-552,,,,,,,,,
"hsa-mir-555, mature,MIMAT0003219",hsa-mir-555,,,,,,,,,
"hsa-mir-556, mature,MIMAT0003220",hsa-mir-556,,,,,,,,,
"hsa-mir-556, mature,MIMAT0004793",hsa-mir-556,,,,,,,,,
"hsa-mir-5571, mature,MIMAT0022257",hsa-mir-5571,,,,,,,,,
"hsa-mir-5571, mature,MIMAT0022258",hsa-mir-5571,,,,,,,,,
"hsa-mir-5572, mature,MIMAT0022260",hsa-mir-5572,,,,,,,,,
"hsa-mir-5579, mature,MIMAT0022269",hsa-mir-5579,,,,,,,,,
"hsa-mir-5579, mature,MIMAT0022270",hsa-mir-5579,,,,,,,,,
"hsa-mir-558, mature,MIMAT0003222",hsa-mir-558,,,,,,,,,
"hsa-mir-5580, mature,MIMAT0022273",hsa-mir-5580,,,,,,,,,
"hsa-mir-5580, mature,MIMAT0022274",hsa-mir-5580,,,,,,,,,
"hsa-mir-5581, mature,MIMAT0022275",hsa-mir-5581,,,,,,,,,
"hsa-mir-5581, mature,MIMAT0022276",hsa-mir-5581,,,,,,,,,
"hsa-mir-5582, mature,MIMAT0022279",hsa-mir-5582,,,,,,,,,
